File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
67008741-039f-434c-bb7d-b9f2da7285f3	TCGA-63-A5MB-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-63-A5MB	TCGA-63-A5MB-01A	Primary Tumor
152f2560-752e-4540-9704-cf88e3d372cd	TCGA-66-2790-01A-21-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-66-2790	TCGA-66-2790-01A	Primary Tumor
55fa9ce0-af84-4dc9-91d4-23968bd516a5	TCGA-37-A5EN-01A-11-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-37-A5EN	TCGA-37-A5EN-01A	Primary Tumor
396c3e29-a671-4cbf-ac09-e59a03cb30ac	TCGA-33-4566-01A-21-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-33-4566	TCGA-33-4566-01A	Primary Tumor
41c38d84-8729-4dfc-9867-ba918873e36b	TCGA-77-7465-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-77-7465	TCGA-77-7465-01A	Primary Tumor
fb02e2fc-b673-48d6-bc15-5ff6bc56af0a	TCGA-NC-A5HR-01A-11-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-NC-A5HR	TCGA-NC-A5HR-01A	Primary Tumor
c275b0c6-276f-4897-a453-c948f926df4b	TCGA-39-5035-01A-21-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-39-5035	TCGA-39-5035-01A	Primary Tumor
908e1cda-cf98-4667-9732-721d5b6af008	TCGA-34-A5IX-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-34-A5IX	TCGA-34-A5IX-01A	Primary Tumor
e358055b-6d10-452b-bfc1-536390bd948b	TCGA-34-5231-01A-22-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-34-5231	TCGA-34-5231-01A	Primary Tumor
51a5cb2e-1c23-4fa6-b13a-48cb61267412	TCGA-85-8353-01A-11-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-8353	TCGA-85-8353-01A	Primary Tumor
464c0187-3b0d-4041-9ea1-3b7a1420a301	TCGA-58-8391-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-58-8391	TCGA-58-8391-01A	Primary Tumor
2b24be98-5bef-4a20-bb0a-9849e6227405	TCGA-77-A5G3-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-77-A5G3	TCGA-77-A5G3-01A	Primary Tumor
c37d8197-9f30-4592-bb27-6744baa0271f	TCGA-34-5241-01A-21-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-34-5241	TCGA-34-5241-01A	Primary Tumor
0b1864aa-9fbc-4c9c-b5ed-45bd61bd8507	TCGA-98-A538-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-98-A538	TCGA-98-A538-01A	Primary Tumor
e0d8288b-179a-4e8b-972d-c563d8c397ca	TCGA-22-A5C4-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-22-A5C4	TCGA-22-A5C4-01A	Primary Tumor
edba5890-7866-4a40-8832-b3b399797091	TCGA-34-2608-01A-11-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-34-2608	TCGA-34-2608-01A	Primary Tumor
3d640c0b-4ef2-4e66-811c-25475db8bccb	TCGA-85-7843-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-7843	TCGA-85-7843-01A	Primary Tumor
3d3ec970-3841-45ee-95fd-ef0c564eb020	TCGA-22-5482-01A-21-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-22-5482	TCGA-22-5482-01A	Primary Tumor
96b165bc-69c1-4c23-9ea6-c6c1ab4d0610	TCGA-63-A5MG-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-63-A5MG	TCGA-63-A5MG-01A	Primary Tumor
c62bb7e7-92d6-4e4d-9277-7ea356dc8e58	TCGA-O2-A52N-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-O2-A52N	TCGA-O2-A52N-01A	Primary Tumor
ef125ac5-c5ef-4816-87ed-abf8680468cd	TCGA-63-7021-01A-13-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-63-7021	TCGA-63-7021-01A	Primary Tumor
5846a9e7-ae62-4a9a-adea-d7b1b7218848	TCGA-96-A4JL-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-96-A4JL	TCGA-96-A4JL-01A	Primary Tumor
0422968f-d2fa-4937-a05b-3113da1a4fb8	TCGA-85-7844-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-7844	TCGA-85-7844-01A	Primary Tumor
bdbfa2e8-ab26-4ebd-8dfb-cb9efac0f823	TCGA-37-A5EM-01A-11-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-37-A5EM	TCGA-37-A5EM-01A	Primary Tumor
9e80cfac-c4fd-4ef4-a145-b8530190352f	TCGA-22-1011-01A-31-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-22-1011	TCGA-22-1011-01A	Primary Tumor
c8f5c98b-36eb-4b4f-bf6a-498c9d73247c	TCGA-21-1076-01A-41-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-21-1076	TCGA-21-1076-01A	Primary Tumor
06ce27bb-ea88-4947-8870-6511ae3c7b64	TCGA-37-4135-01A-21-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-37-4135	TCGA-37-4135-01A	Primary Tumor
a03f09e4-ea91-4886-939d-d6d17d027c39	TCGA-94-A4VJ-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-94-A4VJ	TCGA-94-A4VJ-01A	Primary Tumor
796116b8-de0a-4a46-b869-678db7d5790c	TCGA-34-5234-01A-21-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-34-5234	TCGA-34-5234-01A	Primary Tumor
1a0b6efc-431d-4780-aa35-89b040aca5dc	TCGA-77-8153-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-77-8153	TCGA-77-8153-01A	Primary Tumor
d04e8c73-2fa5-48e8-aebb-045df202a1f1	TCGA-60-2720-01A-21-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-60-2720	TCGA-60-2720-01A	Primary Tumor
8b7ede65-d430-4747-a65a-312262bea0c9	TCGA-56-7222-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-56-7222	TCGA-56-7222-01A	Primary Tumor
db28dffe-ff95-48c7-b487-ecafdf2ab30e	TCGA-22-5480-01A-21-2194-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-22-5480	TCGA-22-5480-01A	Primary Tumor
0734e3fd-5a8c-4025-9a33-76c12b5b908a	TCGA-22-4609-01A-11-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-22-4609	TCGA-22-4609-01A	Primary Tumor
36948eed-555d-4d8e-9efe-a34f8ed2f6fd	TCGA-85-8287-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-8287	TCGA-85-8287-01A	Primary Tumor
e3e02e75-214d-41b2-8509-05d7b74895a0	TCGA-NC-A5HP-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-NC-A5HP	TCGA-NC-A5HP-01A	Primary Tumor
4f53e401-74b0-45eb-8f22-534d8910d738	TCGA-34-8456-01A-11-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-34-8456	TCGA-34-8456-01A	Primary Tumor
53623fe4-ca05-4ceb-bbeb-46f74c839cf8	TCGA-60-2716-01A-21-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-60-2716	TCGA-60-2716-01A	Primary Tumor
0325ebaa-e95b-46ec-b034-8c1d5dd158e7	TCGA-66-2782-01A-21-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-66-2782	TCGA-66-2782-01A	Primary Tumor
db48c945-c77c-44fb-93b4-9c2cfd8e137b	TCGA-56-7730-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-56-7730	TCGA-56-7730-01A	Primary Tumor
c42382ee-2b1e-4688-878c-551ca3596244	TCGA-63-A5MV-01A-11-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-63-A5MV	TCGA-63-A5MV-01A	Primary Tumor
a536e23f-3a52-42eb-97c7-0a65bfb93d87	TCGA-33-A5GW-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-33-A5GW	TCGA-33-A5GW-01A	Primary Tumor
ed169e37-69e6-4175-bd75-5c91fbbd618c	TCGA-52-7810-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-52-7810	TCGA-52-7810-01A	Primary Tumor
db014c16-91c4-491a-92ed-827e6de38b74	TCGA-85-7698-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-7698	TCGA-85-7698-01A	Primary Tumor
cdd7dd8b-4d44-41eb-a8a5-f1a4abd4c03e	TCGA-77-A5GH-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-77-A5GH	TCGA-77-A5GH-01A	Primary Tumor
6c5acc13-fc50-4b3b-afaa-a6f3c5ee5242	TCGA-85-8350-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-8350	TCGA-85-8350-01A	Primary Tumor
0ddf3e57-63fe-4da1-876d-f1ab41e434e1	TCGA-43-7656-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-43-7656	TCGA-43-7656-01A	Primary Tumor
0d559533-e6e4-40a6-be71-be68ff56226c	TCGA-66-2778-01A-11-2193-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-66-2778	TCGA-66-2778-01A	Primary Tumor
32eec0d2-bb75-41a6-9f44-811aba5fb3de	TCGA-43-6771-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-43-6771	TCGA-43-6771-01A	Primary Tumor
f200d9ff-dc17-49f6-903a-426e37620fd7	TCGA-98-7454-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-98-7454	TCGA-98-7454-01A	Primary Tumor
de8e9444-e069-4c8f-b056-da7bef0b3de8	TCGA-NK-A5CT-01A-41-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-NK-A5CT	TCGA-NK-A5CT-01A	Primary Tumor
b564dc18-c58e-4a94-ac41-105b925a9a16	TCGA-56-A4BX-01A-21-A45D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-56-A4BX	TCGA-56-A4BX-01A	Primary Tumor
e91695e1-c094-4ca3-86d1-a00b9ca51c8f	TCGA-58-A46M-01A-21-A45E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-58-A46M	TCGA-58-A46M-01A	Primary Tumor
eaa00091-2d2b-4bdf-8fc8-1ee5d78e0c63	TCGA-85-7950-01A-13-2195-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-LUSC	TCGA-85-7950	TCGA-85-7950-01A	Primary Tumor
8ca85aef-175b-47d5-90a4-ee6efb58182c	TCGA-C8-A1HI-01A-21-A17J-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-C8-A1HI	TCGA-C8-A1HI-01A	Primary Tumor
401b1bc7-d595-419f-bbed-867a44b2cb89	TCGA-A8-A091-01A-21-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A8-A091	TCGA-A8-A091-01A	Primary Tumor
00a800bb-e715-46c3-b144-2f21720d0c97	TCGA-BH-A0C0-01A-11-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A0C0	TCGA-BH-A0C0-01A	Primary Tumor
f7df34c4-886f-4def-aacd-78f67bb674c6	TCGA-GM-A2DO-01A-21-A24A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-GM-A2DO	TCGA-GM-A2DO-01A	Primary Tumor
5281658c-5207-427e-882f-ad3bc7b9906f	TCGA-AR-A0U0-01A-21-A13D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AR-A0U0	TCGA-AR-A0U0-01A	Primary Tumor
8440e4ca-78db-4ead-a3c1-ac29fb0b3c09	TCGA-A2-A0YM-01A-21-A13D-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A2-A0YM	TCGA-A2-A0YM-01A	Primary Tumor
ab4815e7-8d97-494b-8ab7-17adc6874b2b	TCGA-A2-A0D4-01A-21-A13C-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A2-A0D4	TCGA-A2-A0D4-01A	Primary Tumor
90f47800-3f0d-4557-88b0-9c2c9b9eb8c1	TCGA-D8-A27R-01A-21-A17L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-D8-A27R	TCGA-D8-A27R-01A	Primary Tumor
4b8c3cc8-9a28-4590-81ff-0e7fa72094f5	TCGA-BH-A18L-01A-21-A13F-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A18L	TCGA-BH-A18L-01A	Primary Tumor
117add3c-8362-425b-a113-4130a08c0b7c	TCGA-E2-A572-01A-21-A321-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-E2-A572	TCGA-E2-A572-01A	Primary Tumor
1e0160c4-1d0e-4c60-877a-2a0945aab335	TCGA-AN-A0AK-01A-11-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AN-A0AK	TCGA-AN-A0AK-01A	Primary Tumor
0697d08d-5ef1-4312-84ca-090edd435101	TCGA-D8-A1JP-01A-21-A17J-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-D8-A1JP	TCGA-D8-A1JP-01A	Primary Tumor
90031522-50d0-4ce5-88ed-d0d43ce0c71a	TCGA-BH-A28Q-01A-21-A17K-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A28Q	TCGA-BH-A28Q-01A	Primary Tumor
f4813795-ab26-43b3-babd-1a10219aa9b5	TCGA-BH-A0BS-01A-21-A13A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A0BS	TCGA-BH-A0BS-01A	Primary Tumor
a6fca3af-cd5d-47e4-85f3-c92aa2610a92	TCGA-BH-A0B0-01A-11-A13C-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A0B0	TCGA-BH-A0B0-01A	Primary Tumor
ef9151cf-1455-4d4e-923c-a93adf257fa4	TCGA-AQ-A7U7-01A-11-A43F-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AQ-A7U7	TCGA-AQ-A7U7-01A	Primary Tumor
a6b7bc2b-bff5-4453-bf13-565a4453f31c	TCGA-AO-A0JD-01A-21-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AO-A0JD	TCGA-AO-A0JD-01A	Primary Tumor
2b788184-83d0-4206-84d4-93e44478c7bd	TCGA-BH-A0BM-01A-21-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A0BM	TCGA-BH-A0BM-01A	Primary Tumor
89103134-12c8-46f0-8d46-e91ef5d3c755	TCGA-AO-A03O-01A-31-A13A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AO-A03O	TCGA-AO-A03O-01A	Primary Tumor
114102c0-adaf-45d8-aca6-2373f8cb0422	TCGA-AC-A2FF-01A-21-A24A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AC-A2FF	TCGA-AC-A2FF-01A	Primary Tumor
424a1edd-931e-484b-a6da-82477d71c8e8	TCGA-E2-A15L-01A-21-A13E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-E2-A15L	TCGA-E2-A15L-01A	Primary Tumor
1474631b-3e81-484e-aaf7-11e73a509f86	TCGA-AC-A4ZE-01A-21-A43F-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AC-A4ZE	TCGA-AC-A4ZE-01A	Primary Tumor
4b55196b-6d80-4e66-9bab-f9ffb7059f69	TCGA-BH-A0BZ-01A-21-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A0BZ	TCGA-BH-A0BZ-01A	Primary Tumor
20707643-36cf-4d6c-81ad-cbc7007d900e	TCGA-B6-A0RM-01A-21-A13C-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-B6-A0RM	TCGA-B6-A0RM-01A	Primary Tumor
a0164532-54cb-4e3c-b293-cdd169298503	TCGA-E2-A14V-01A-21-A13E-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-E2-A14V	TCGA-E2-A14V-01A	Primary Tumor
5f3c0ada-b596-46e6-9f63-f13ae4583557	TCGA-BH-A1EN-01A-21-A17I-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-BH-A1EN	TCGA-BH-A1EN-01A	Primary Tumor
51b7ac47-72b7-4d6e-9b06-45413173eb8a	TCGA-A8-A095-01A-21-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A8-A095	TCGA-A8-A095-01A	Primary Tumor
6c3ff92d-25d6-484f-934a-efef4bdf8523	TCGA-A2-A3XW-01A-21-A24A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A2-A3XW	TCGA-A2-A3XW-01A	Primary Tumor
8139c027-b504-4e4e-b967-8225497a33a1	TCGA-AN-A0FL-01A-21-A13A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-AN-A0FL	TCGA-AN-A0FL-01A	Primary Tumor
f464a9b2-a36e-4ee0-a000-57931e334f5e	TCGA-EW-A1PC-01B-21-A24A-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-EW-A1PC	TCGA-EW-A1PC-01B	Primary Tumor
35a18d88-9570-4f91-9fbe-e37e78178bb9	TCGA-A2-A0EO-01A-21-A13B-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A2-A0EO	TCGA-A2-A0EO-01A	Primary Tumor
54c72d5c-b575-4c60-901d-62e00943331f	TCGA-A7-A26F-01A-11-A17I-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-BRCA	TCGA-A7-A26F	TCGA-A7-A26F-01A	Primary Tumor
